train_idx,text,label,label_text
559,package also come usb cable ac adapter pair headphone okay get better pair stand microfiber pouch carry zen touch,1,positive
560,sound excellent polyphonic ringing tone nice check con also double radio nice feature bored,1,positive
561,still 19gb left already 200 cd,1,positive
562,n big offensive though would n know looking pic take,1,positive
563,line jack said none,0,negative
564,sensitive accurate perhaps accurate sens shirt cloth touchpad locked easy clean unlike button,1,positive
565,upgraded linksys wrt54g wireless g router last month happy quality product,1,positive
566,scroll button seems ok problem,1,positive
567,quickly got use interface find song playlist etc fast enough,1,positive
568,got diaper champ great review well fact use regular garbage bag,1,positive
569,fit hand well removable battery important great sound quality fm stereo recorder smooth ui feature uni pod lack char,1,positive
570,anted rate router higher 1 star due security easy use etc,1,positive
571,address two previous somewhat negative review 1 yes lens barrel obstruct part lower left corner lens viewfinder however lcd viewfinder rather stunning find rarely using lens viewfinder,0,negative
572,problem sound quality evident right away even imagine bad,0,negative
573,included earbuds uncomfortable,0,negative
574,know maybe got defective one first player would shut next player would come send away get repaired,0,negative
575,minor complaint 1 even though music sorted via id3 tag player option search music contained folder unavailable,0,negative
576,best 4 megapixel 4x optical zoom camera available fairly easy use,1,positive
577,use perfect,1,positive
578,diaper champ simple toddler love put diaper diaper champ flip handle,1,positive
579,would however highly recommend m12v router,1,positive
580,mine year use third party firmware mine love,1,positive
581,3 never smelled,1,positive
582,usb 2 0 transferring music player incredibly easy,1,positive
583,start quick,1,positive
584,using month could play dvd,0,negative
585,love purchase expensive refill,1,positive
586,screen large bright info need need,1,positive
587,received little jewel gift honestly say absolutely love,1,positive
588,going try get refund considering hoop jumped email downloads reboots purge another download plus reading help menu refund twice frustrating,0,negative
589,warn enough stay away norton,0,negative
590,feel cheap plastic feel like would break easily definately wouldnt survive drop,0,negative
591,could take 1 2 pass still skip beat,1,positive
592,relative easily achieve external flash nikon slr internal flash g3 produce harsh flat image ugly hot spot,0,negative
593,biggest complaint battery life lack,0,negative
594,solidly built nice dense feel,1,positive
595,giving player cautious recommendation,1,positive
596,control side instead front like thumb hold thing,1,positive
597,2 champ us regular store bag,1,positive
598,also love waking music attached speaker,1,positive
599,whole quite happy purchase,1,positive
600,love option manually control f stop shutter speed even focus,1,positive
601,convinced experience many people posted experience product defectively designed hold normal use,0,negative
602,actually talk real person support hour,1,positive
603,silverfish color really add special touch,1,positive
604,player 3 month able see total 6 dvd frustration aggravation getting player job,0,negative
605,respond email promised turnaround time 24 hour phone line constantly busy,0,negative
606,eax sound enhancement feature n enough custom eq limited 5 band eq,0,negative
607,older version internet security installed may also need remove well proceeding systemworks install,0,negative
608,overall feel decent buy happy,1,positive
609,3 band change sim card able use europe another service provider,1,positive
610,consideration chose 40gb nomad zen xtra creative disappointed,1,positive
611,8mb camera like joke,0,negative
612,yes recommend competition,1,positive
613,tried belkin fm transmitter unit worked well set top portable radio awful trying use car somewhat disappointment,0,negative
614,cocking shutter halfway position getting setting ready shoot able produce excellent stop action photo contrary reviewer experienced,1,positive
